id_inmueble,titulo,localizacion,precio,metros_cuadrados,m2_construidos,m2_utiles,habitaciones,baños,terraza,estado,planta,exterior,ascensor,anunciante,anunciante_link,link_inmueble,fecha_inclusion,caracteristicas_basicas,caracteristicas_extras,link_anunciante
108167077,Piso en venta en Calle Santa Rosa,Barri Santa Rosa,115000,107,107.0,,4.0,2.0,,Segunda mano/buen estado,Planta 7ª exterior,True,True,Wolo,https://www.idealista.com/pro/wolo/,https://www.idealista.com/inmueble/108167077/,2025-09-11,,,
107581451,"Piso en venta en Calle el Camí, 62",Centro - Zona Alta,165000,140,140.0,,3.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,Inmobiliaria Blau,https://www.idealista.com/pro/inmobiliariablau/,https://www.idealista.com/inmueble/107581451/,2025-09-11,,,
99963210,Piso en venta en Calle casa blanca,Centro - Zona Alta,50000,40,40.0,,,1.0,,Segunda mano/buen estado,Planta 3ª exterior,True,False,GEALSA,https://www.idealista.com/pro/gealsa/,https://www.idealista.com/inmueble/99963210/,2025-09-11,,,
108510805,Ático en venta en Calle Santa Rosa,Barri Santa Rosa,159000,129,129.0,,3.0,1.0,True,Segunda mano/buen estado,Planta 8ª exterior,True,True,Altages Inmobiliaria,https://www.idealista.com/pro/altages-inmobiliaria/,https://www.idealista.com/inmueble/108510805/,2025-09-11,,,
108809209,"Casa o chalet independiente en venta en Calle Forn del Vidre, 10",Centro - Zona Alta,170000,322,322.0,280.0,,1.0,,Segunda mano/para reformar,,,,Century 21 Plaza,https://www.idealista.com/pro/century-21-plaza/,https://www.idealista.com/inmueble/108809209/,2025-09-11,,,
108046261,Casa o chalet independiente en venta en Partida Polop Baix,Barri Batoi - Sargento - Baradello,4300,240,240.0,,22.0,12.0,,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/108046261/,2025-09-11,,,
104956078,Masía en venta en Partida Riquer Baix,Barri Santa Rosa,1200,16000,16000.0,,5.0,5.0,,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/104956078/,2025-09-11,,,
108360875,Masía en venta en Barri Santa Rosa,Alcoy / Alcoi,550000,1339,1339.0,,12.0,1.0,,Segunda mano/para reformar,,,,homes-in-costa-blanca,https://www.idealista.com/pro/homes-in-costa-blanca/,https://www.idealista.com/inmueble/108360875/,2025-09-11,,,
108360861,Casa o chalet independiente en venta en Barri Santa Rosa,Alcoy / Alcoi,229000,337,337.0,,6.0,2.0,True,Segunda mano/buen estado,,,,homes-in-costa-blanca,https://www.idealista.com/pro/homes-in-costa-blanca/,https://www.idealista.com/inmueble/108360861/,2025-09-11,,,
108000656,Ático en venta en Alameda Camilo Sesto,Barri Eixample,180000,100,100.0,,3.0,1.0,True,Segunda mano/buen estado,Planta 8ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/108000656/,2025-09-11,,,
108009043,Piso en venta en Calle Pintor Cabrera,Barri Eixample,200000,145,145.0,,4.0,1.0,,Segunda mano/buen estado,Planta 3ª exterior,True,False,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/108009043/,2025-09-11,,,
107759467,Ático en venta en Calle Sant Mateu,Centro - Zona Alta,129000,140,140.0,,3.0,1.0,True,Segunda mano/buen estado,Planta 4ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/107759467/,2025-09-11,,,
108955434,"Piso en venta en Calle Sotarroni, 2",Barri Batoi - Sargento - Baradello,93000,110,110.0,83.0,3.0,2.0,,Segunda mano/buen estado,Planta 7ª exterior,True,True,INMOBROKERS.ES,https://www.idealista.com/pro/inmobrokerses/,https://www.idealista.com/inmueble/108955434/,2025-09-11,,,
107748751,Piso en venta en Maestro Espí,Barri Eixample,150000,100,100.0,,3.0,2.0,,Segunda mano/buen estado,Planta 5ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/107748751/,2025-09-11,,,
109007961,Piso en venta en Calle Pintor Casanova,Centro - Zona Alta,88000,90,90.0,,,1.0,,Segunda mano/buen estado,,True,False,Te Compro La Casa,https://www.idealista.com/pro/te-compro-la-casa/,https://www.idealista.com/inmueble/109007961/,2025-09-11,,,
105031950,Casa o chalet independiente en venta en Calle Castanyer,Barri Batoi - Sargento - Baradello,480000,420,420.0,,5.0,2.0,True,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/105031950/,2025-09-11,,,
104899880,Piso en venta en Calle la Llibertat,Barri Santa Rosa,175000,86,86.0,,3.0,2.0,,Segunda mano/buen estado,Planta 6ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/104899880/,2025-09-11,,,
101375541,Casa o chalet en venta en Calle Forn del Vidre,Centro - Zona Alta,170000,322,322.0,280.0,,1.0,,Segunda mano/para reformar,,,,Hipoges,https://www.idealista.com/pro/realestate-hipoges/,https://www.idealista.com/inmueble/101375541/,2025-09-11,,,
104706688,Piso en venta en Alameda Camilo Sesto,Barri Eixample,185000,268,268.0,,6.0,1.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/104706688/,2025-09-11,,,
103297292,Ático en venta en Calle Sant Nicolau,Centro - Zona Alta,148000,115,115.0,,4.0,1.0,True,Segunda mano/para reformar,Planta 6ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/103297292/,2025-09-11,,,
91211804,Casa rural en venta en Fuente Roja s/n,Barri Batoi - Sargento - Baradello,1500,1097,1097.0,900.0,8.0,5.0,True,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/91211804/,2025-09-11,,,
107817536,Piso en venta en Calle Gabriel Miró,Barri Zona Nord,170000,190,190.0,,3.0,2.0,True,Segunda mano/buen estado,Planta 1ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/107817536/,2025-09-11,,,
107630745,Casa o chalet independiente en venta en Calle Sant Antoni,Centro - Zona Alta,289000,464,464.0,,4.0,3.0,,Segunda mano/buen estado,,,,Hipoges,https://www.idealista.com/pro/realestate-hipoges/,https://www.idealista.com/inmueble/107630745/,2025-09-11,,,
107654480,Casa o chalet independiente en venta en Urbanización El Sargento,Barri Batoi - Sargento - Baradello,365000,400,400.0,340.0,4.0,2.0,True,Segunda mano/buen estado,,,,Maravillas International Realty Group,https://www.idealista.com/pro/maravillasrealty/,https://www.idealista.com/inmueble/107654480/,2025-09-11,,,
108062957,Casa o chalet independiente en venta en Centro - Zona Alta,Alcoy / Alcoi,567000,430,430.0,360.0,7.0,5.0,,Segunda mano/buen estado,,,,Inmobiliaria Euro,https://www.idealista.com/pro/inmobiliaria-euro/,https://www.idealista.com/inmueble/108062957/,2025-09-11,,,
105055632,"Piso en venta en Calle Santa Rosa, 15",Barri Santa Rosa,139000,158,158.0,132.0,4.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,Inversiones Car&Mar,https://www.idealista.com/pro/inversiones-car-mar/,https://www.idealista.com/inmueble/105055632/,2025-09-11,,,
108000837,Piso en venta en Calle Santa Rosa,Barri Santa Rosa,180000,140,140.0,120.0,4.0,2.0,,Segunda mano/buen estado,Planta 5ª exterior,True,True,Inmobiliaria carbonell,https://www.idealista.com/pro/inmobiliaria-carbonell-30408/,https://www.idealista.com/inmueble/108000837/,2025-09-11,,,
108927423,Piso en venta en Barri Eixample,Alcoy / Alcoi,77000,70,70.0,,2.0,1.0,,Segunda mano/buen estado,Planta 1ª interior,False,False,Buve,https://www.idealista.com/pro/buve/,https://www.idealista.com/inmueble/108927423/,2025-09-11,,,
108385281,Chalet adosado en venta en Centro - Zona Alta,Alcoy / Alcoi,280000,234,234.0,,3.0,4.0,True,Segunda mano/buen estado,,,,Tarrazó Inmobiliaria,https://www.idealista.com/pro/tarrazo/,https://www.idealista.com/inmueble/108385281/,2025-09-11,,,
99914687,Ático en venta en Centro - Zona Alta,Alcoy / Alcoi,185000,150,150.0,,3.0,2.0,True,Segunda mano/buen estado,Planta 4ª,,True,Tarrazó Inmobiliaria,https://www.idealista.com/pro/tarrazo/,https://www.idealista.com/inmueble/99914687/,2025-09-11,,,
101928059,Ático en venta en Barri Eixample,Alcoy / Alcoi,178000,100,100.0,,3.0,2.0,True,Segunda mano/buen estado,Planta 8ª exterior,True,True,Tarrazó Inmobiliaria,https://www.idealista.com/pro/tarrazo/,https://www.idealista.com/inmueble/101928059/,2025-09-11,,,
109198703,Piso en venta en Barri Eixample,Alcoy / Alcoi,123000,90,90.0,,2.0,1.0,,Segunda mano/buen estado,Bajo exterior,True,False,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/109198703/,2025-09-11,,,
102488152,Masía en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,4300,1850,1850.0,,10.0,10.0,True,Segunda mano/buen estado,,,,Tarrazó Inmobiliaria,https://www.idealista.com/pro/tarrazo/,https://www.idealista.com/inmueble/102488152/,2025-09-11,,,
104420416,Dúplex en venta en Calle Pintor Casanova,Centro - Zona Alta,80000,98,98.0,,,1.0,,Segunda mano/buen estado,Bajo exterior,True,True,NEXT HOME INMOBILIARIA,https://www.idealista.com/pro/inmonexthome/,https://www.idealista.com/inmueble/104420416/,2025-09-11,,,
101437728,Ático en venta en Casa Blanca,Centro - Zona Alta,69000,55,55.0,53.0,0.0,1.0,True,Segunda mano/buen estado,Planta 4ª exterior,True,False,Soñar Home Consulting,https://www.idealista.com/pro/sonarhomeconsulting/,https://www.idealista.com/inmueble/101437728/,2025-09-11,,,
108566822,Piso en venta en Barri Santa Rosa,Alcoy / Alcoi,121999,115,115.0,,4.0,2.0,True,Segunda mano/buen estado,Planta 6ª exterior,True,True,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/108566822/,2025-09-11,,,
107808469,Piso en venta en Barri Zona Nord,Alcoy / Alcoi,123900,100,100.0,90.0,3.0,2.0,True,Segunda mano/buen estado,Bajo exterior,True,False,Inversiones Car&Mar,https://www.idealista.com/pro/inversiones-car-mar/,https://www.idealista.com/inmueble/107808469/,2025-09-11,,,
104502661,Piso en venta en Barri Santa Rosa,Alcoy / Alcoi,175000,103,103.0,86.0,3.0,2.0,,Segunda mano/buen estado,Planta 6ª exterior,True,True,Inversiones Car&Mar,https://www.idealista.com/pro/inversiones-car-mar/,https://www.idealista.com/inmueble/104502661/,2025-09-11,,,
100699241,Casa o chalet independiente en venta en Partida Barxell,Barri Batoi - Sargento - Baradello,154000,100,100.0,,,1.0,,Segunda mano/buen estado,,,,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/100699241/,2025-09-11,,,
106810566,Piso en venta en Calle Enginyer Vilaplana,Barri Eixample,115000,115,115.0,100.0,3.0,2.0,,Segunda mano/buen estado,Planta 3ª exterior,True,True,Inmobiliaria carbonell,https://www.idealista.com/pro/inmobiliaria-carbonell-30408/,https://www.idealista.com/inmueble/106810566/,2025-09-11,,,
107176592,"Piso en venta en Calle Góngora, 6",Barri Eixample,140000,150,150.0,140.0,4.0,2.0,,Segunda mano/buen estado,Planta 1ª exterior,True,False,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/107176592/,2025-09-11,,,
108060272,Casa o chalet independiente en venta en Centro - Zona Alta,Alcoy / Alcoi,567000,430,430.0,,7.0,5.0,,Segunda mano/buen estado,,,,Atelier Inmo Homes,https://www.idealista.com/pro/atelierinmohomes/,https://www.idealista.com/inmueble/108060272/,2025-09-11,,,
1720207,"Estudio en venta en Calle Oliver, 47",Barri Santa Rosa,61000,50,50.0,45.0,0.0,1.0,True,Segunda mano/buen estado,Planta 2ª exterior,True,False,,,https://www.idealista.com/inmueble/1720207/,2025-09-11,,,
108649187,Piso en venta en Plaza del Centenari,Barri Santa Rosa,82000,83,83.0,80.0,3.0,2.0,,Segunda mano/para reformar,Planta 6ª exterior,True,True,Inmobiliaria carbonell,https://www.idealista.com/pro/inmobiliaria-carbonell-30408/,https://www.idealista.com/inmueble/108649187/,2025-09-11,,,
108075238,"Piso en venta en Calle Sant Josep, 33",Centro - Zona Alta,65000,143,143.0,116.0,4.0,3.0,,Segunda mano/para reformar,Entreplanta interior,False,False,,,https://www.idealista.com/inmueble/108075238/,2025-09-11,,,
107169441,"Casa o chalet independiente en venta en Partida Sentbenet Alt, 7",Centro - Zona Alta,450000,800,800.0,700.0,10.0,5.0,True,Segunda mano/para reformar,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/107169441/,2025-09-11,,,
108932013,"Piso en venta en Avenida Tirant lo Blanc, 36",Barri Zona Nord,180000,120,120.0,96.0,3.0,2.0,True,Segunda mano/buen estado,Planta 4ª exterior,True,True,,,https://www.idealista.com/inmueble/108932013/,2025-09-11,,,
107983147,"Piso en venta en Calle Tossal, 47",Centro - Zona Alta,109000,90,90.0,87.0,2.0,1.0,,Segunda mano/buen estado,Planta 3ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/107983147/,2025-09-11,,,
107229103,"Piso en venta en Calle Juan Gil Albert, 4",Barri Zona Nord,155000,140,140.0,,5.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,,,https://www.idealista.com/inmueble/107229103/,2025-09-11,,,
108443580,Casa o chalet independiente en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,353556,400,400.0,340.0,4.0,3.0,True,Segunda mano/buen estado,,,,Atelier Inmo Homes,https://www.idealista.com/pro/atelierinmohomes/,https://www.idealista.com/inmueble/108443580/,2025-09-11,,,
1971201,"Casa o chalet independiente en venta en urbanización el Sargento, 119",Barri Santa Rosa,345000,400,400.0,340.0,4.0,3.0,True,Segunda mano/buen estado,,,,,,https://www.idealista.com/inmueble/1971201/,2025-09-11,,,
109135447,Piso en venta en Calle Font de Serelles,Barri Zona Nord,124000,90,90.0,,3.0,2.0,,Segunda mano/buen estado,Planta 5ª exterior,True,True,Altages Inmobiliaria,https://www.idealista.com/pro/altages-inmobiliaria/,https://www.idealista.com/inmueble/109135447/,2025-09-11,,,
105918375,"Piso en venta en Calle Reconquesta, 52",Barri Eixample,195000,144,144.0,120.0,3.0,2.0,True,Segunda mano/buen estado,Entreplanta exterior,True,True,,,https://www.idealista.com/inmueble/105918375/,2025-09-11,,,
108632061,"Piso en venta en Calle Cronista Jordán, 11",Barri Santa Rosa,140000,150,150.0,,5.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,,,https://www.idealista.com/inmueble/108632061/,2025-09-11,,,
108972407,"Ático en venta en Calle València, 20",Barri Zona Nord,180000,112,112.0,,3.0,2.0,True,Segunda mano/buen estado,Planta 7ª exterior,True,True,,,https://www.idealista.com/inmueble/108972407/,2025-09-11,,,
104696549,Finca rústica en venta en Barri Zona Nord,Alcoy / Alcoi,105000,464,464.0,364.0,7.0,2.0,True,Segunda mano/buen estado,,,,Servicios Inmobiliarios Interworld,https://www.idealista.com/pro/interworld/,https://www.idealista.com/inmueble/104696549/,2025-09-11,,,
96852970,Masía en venta en Partida Cotes Altes s/n,Barri Zona Nord,350000,939,939.0,900.0,10.0,3.0,True,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/96852970/,2025-09-11,,,
106302045,Piso en venta en Barri Eixample,Alcoy / Alcoi,159000,160,160.0,157.0,4.0,2.0,,Segunda mano/para reformar,Planta 2ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/106302045/,2025-09-11,,,
107879192,Dúplex en venta en Centro - Zona Alta,Alcoy / Alcoi,120000,148,148.0,130.0,2.0,2.0,True,Segunda mano/buen estado,Bajo exterior,True,False,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/107879192/,2025-09-11,,,
107031618,Ático en venta en Barri Santa Rosa,Alcoy / Alcoi,159000,129,129.0,,3.0,1.0,True,Segunda mano/buen estado,Planta 8ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/107031618/,2025-09-11,,,
95371747,Finca rústica en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,2500,1200,1200.0,700.0,18.0,6.0,,Segunda mano/para reformar,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/95371747/,2025-09-11,,,
107268434,Finca rústica en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,215000,250,250.0,235.0,4.0,1.0,,Segunda mano/buen estado,,,,Servicios Inmobiliarios Interworld,https://www.idealista.com/pro/interworld/,https://www.idealista.com/inmueble/107268434/,2025-09-11,,,
108789921,Piso en venta en Calle Pintor Cabrera,Barri Eixample,63000,60,60.0,,2.0,1.0,,Segunda mano/buen estado,Planta 4ª exterior,True,False,Altages Inmobiliaria,https://www.idealista.com/pro/altages-inmobiliaria/,https://www.idealista.com/inmueble/108789921/,2025-09-11,,,
108748048,Chalet adosado en venta en Centro - Zona Alta,Alcoy / Alcoi,235000,160,160.0,,4.0,2.0,,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/108748048/,2025-09-11,,,
107465763,Piso en venta en Barri Santa Rosa,Alcoy / Alcoi,160000,85,85.0,,2.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/107465763/,2025-09-11,,,
106300536,Piso en venta en Centro - Zona Alta,Alcoy / Alcoi,125000,100,100.0,,3.0,2.0,,Segunda mano/buen estado,Planta 2ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/106300536/,2025-09-11,,,
108693023,Piso en venta en Plaza Jaume el Conqueridor,Barri Santa Rosa,94990,120,120.0,,3.0,2.0,True,Segunda mano/buen estado,Planta 7ª exterior,True,True,Altages Inmobiliaria,https://www.idealista.com/pro/altages-inmobiliaria/,https://www.idealista.com/inmueble/108693023/,2025-09-11,,,
105398365,Ático en venta en Centro - Zona Alta,Alcoy / Alcoi,380000,185,185.0,,3.0,2.0,True,Segunda mano/buen estado,Planta 4ª exterior,True,True,Next Steps Spain,https://www.idealista.com/pro/nextstepsspain/,https://www.idealista.com/inmueble/105398365/,2025-09-11,,,
103839077,Masía en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,3500,2187,2187.0,1891.0,15.0,6.0,True,Segunda mano/para reformar,,,,,,https://www.idealista.com/inmueble/103839077/,2025-09-11,,,
108813301,Piso en venta en Calle Tossal s/n,Centro - Zona Alta,30597,84,84.0,,3.0,1.0,,Segunda mano/para reformar,Planta 2ª exterior,True,False,Invest MSS,https://www.idealista.com/pro/grupo-mss/,https://www.idealista.com/inmueble/108813301/,2025-09-11,,,
108637383,Ático en venta en Barri Eixample,Alcoy / Alcoi,159900,79,79.0,,2.0,1.0,,Segunda mano/buen estado,Planta 5ª exterior,True,False,Inmobiliaria Hache,https://www.idealista.com/pro/inmobiliaria-hache/,https://www.idealista.com/inmueble/108637383/,2025-09-11,,,
109157231,Piso en venta en Calle Sant Jaume,Centro - Zona Alta,54900,40,40.0,,2.0,1.0,,Segunda mano/buen estado,Planta 3ª exterior,True,False,Espana Online Inmo SL,https://www.idealista.com/pro/espana-online-inmo/,https://www.idealista.com/inmueble/109157231/,2025-09-11,,,
108294779,Piso en venta en Calle Primer de Maig,Barri Zona Nord,135000,95,95.0,,4.0,2.0,,Segunda mano/buen estado,Planta 3ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/108294779/,2025-09-11,,,
107808694,Casa o chalet independiente en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,460000,250,250.0,230.0,6.0,4.0,True,Segunda mano/buen estado,,,,ArPons Luxury Real Estate,https://www.idealista.com/pro/arpons-luxury-real-estate/,https://www.idealista.com/inmueble/107808694/,2025-09-11,,,
105154714,Piso en venta en Calle el Camí,Centro - Zona Alta,110000,92,92.0,,2.0,2.0,,Segunda mano/buen estado,Bajo exterior,True,False,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/105154714/,2025-09-11,,,
106084017,Chalet adosado en venta en Calle Cavall Bernat,Barri Zona Nord,210000,140,140.0,,3.0,2.0,True,Segunda mano/buen estado,,,,Inmobiliaria Terra,https://www.idealista.com/pro/inmobiliaria-terra/,https://www.idealista.com/inmueble/106084017/,2025-09-11,,,
109040815,Piso en venta en Centro - Zona Alta,Alcoy / Alcoi,112125,101,101.0,100.0,3.0,1.0,,Segunda mano/buen estado,,True,False,SA ROQUETA INVESTMENT,https://www.idealista.com/pro/sa-roqueta-investments/,https://www.idealista.com/inmueble/109040815/,2025-09-11,,,
108435211,Piso en venta en Barri Eixample,Alcoy / Alcoi,145000,135,135.0,125.0,5.0,2.0,True,Segunda mano/buen estado,Planta 1ª exterior,True,True,Inmobiliaria Numero Uno,https://www.idealista.com/pro/numero-uno/,https://www.idealista.com/inmueble/108435211/,2025-09-11,,,
109113115,Piso en venta en Centro - Zona Alta,Alcoy / Alcoi,95450,81,81.0,80.0,2.0,1.0,,Segunda mano/buen estado,Entreplanta exterior,True,False,SA ROQUETA INVESTMENT,https://www.idealista.com/pro/sa-roqueta-investments/,https://www.idealista.com/inmueble/109113115/,2025-09-11,,,
108783435,Chalet adosado en venta en Calle Doña Amàlia,Centro - Zona Alta,235000,160,160.0,,5.0,2.0,True,Segunda mano/buen estado,,,,Inmobiliaria Blau,https://www.idealista.com/pro/inmobiliariablau/,https://www.idealista.com/inmueble/108783435/,2025-09-11,,,
99941294,Casa o chalet independiente en venta en Rambla Alta,Centro - Zona Alta,280000,329,329.0,252.0,5.0,3.0,,Segunda mano/buen estado,,,,Inmobiliaria Terra,https://www.idealista.com/pro/inmobiliaria-terra/,https://www.idealista.com/inmueble/99941294/,2025-09-11,,,
109113025,Piso en venta en Centro - Zona Alta,Alcoy / Alcoi,83475,73,73.0,72.0,2.0,1.0,,Segunda mano/buen estado,Planta 2ª exterior,True,False,SA ROQUETA INVESTMENT,https://www.idealista.com/pro/sa-roqueta-investments/,https://www.idealista.com/inmueble/109113025/,2025-09-11,,,
96557927,Piso en venta en Camino Caseta Albors,Centro - Zona Alta,60000,107,107.0,,2.0,1.0,,Segunda mano/buen estado,,,False,Solvia HR,https://www.idealista.com/pro/solvia-inmo/,https://www.idealista.com/inmueble/96557927/,2025-09-11,,,
107223506,Piso en venta en Barri Zona Nord,Alcoy / Alcoi,199000,124,124.0,115.0,3.0,2.0,,Segunda mano/buen estado,,True,True,Inmocast,https://www.idealista.com/pro/inmocast/,https://www.idealista.com/inmueble/107223506/,2025-09-11,,,
108637795,Piso en venta en Alameda Camilo Sesto,Barri Eixample,185000,240,240.0,200.0,5.0,3.0,True,Segunda mano/buen estado,Planta 2ª exterior,True,True,Inmobiliaria Blau,https://www.idealista.com/pro/inmobiliariablau/,https://www.idealista.com/inmueble/108637795/,2025-09-11,,,
104924267,Piso en venta en Calle Sant Joan de Ribera,Centro - Zona Alta,99700,51,51.0,,2.0,1.0,,Segunda mano/buen estado,Bajo exterior,True,True,Inmobiliaria Bancaria,https://www.idealista.com/pro/bancaria/,https://www.idealista.com/inmueble/104924267/,2025-09-11,,,
108689535,Casa o chalet en venta en Carretera Molinar,Centro - Zona Alta,76000,76,76.0,,3.0,2.0,,Segunda mano/buen estado,,,,Solvia SE,https://www.idealista.com/pro/solvia-se/,https://www.idealista.com/inmueble/108689535/,2025-09-11,,,
100985940,"Chalet adosado en venta en Calle Tossal, El Viaducto, Alcoy, La Hoya de Alcoy, Alicante, Comunidad Valenciana, 03801, España",Centro - Zona Alta,290000,226,226.0,,3.0,2.0,True,Segunda mano/buen estado,,,,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/100985940/,2025-09-11,,,
105522027,Piso en venta en Alameda Camilo Sesto,Barri Eixample,150000,207,207.0,,6.0,2.0,,Segunda mano/para reformar,Planta 1ª exterior,True,True,inmobiliaria aracil,https://www.idealista.com/pro/inmobiliaria-aracil/,https://www.idealista.com/inmueble/105522027/,2025-09-11,,,
109034812,"Casa o chalet independiente en venta en Carretera La Riba, 6",Centro - Zona Alta,245000,900,900.0,,10.0,4.0,True,Segunda mano/para reformar,,,,,,https://www.idealista.com/inmueble/109034812/,2025-09-11,,,
26915958,"Chalet adosado en venta en Calle Sant Joan de Ribera, 37 a",Centro - Zona Alta,280000,250,250.0,,3.0,4.0,True,Segunda mano/buen estado,,,,,,https://www.idealista.com/inmueble/26915958/,2025-09-11,,,
108593720,Casa o chalet independiente en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,415000,351,351.0,,6.0,3.0,,Segunda mano/buen estado,,,,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/108593720/,2025-09-11,,,
108593635,Casa o chalet independiente en venta en Barri Batoi - Sargento - Baradello,Alcoy / Alcoi,369999,230,230.0,,4.0,3.0,True,Segunda mano/buen estado,,,,OLCINA INMOBILIARIA,https://www.idealista.com/pro/olcinainmobiliaria/,https://www.idealista.com/inmueble/108593635/,2025-09-11,,,
108446333,Piso en venta en Calle Poeta Joan Valls,Barri Eixample,220000,285,285.0,,7.0,5.0,True,Segunda mano/para reformar,Planta 1ª exterior,True,True,Inmobiliaria Blau,https://www.idealista.com/pro/inmobiliariablau/,https://www.idealista.com/inmueble/108446333/,2025-09-11,,,
105375746,Piso en venta en Calle Caramanxel,Barri Zona Nord,11000,65,65.0,,3.0,1.0,,Segunda mano/buen estado,,,False,Solvia HR,https://www.idealista.com/pro/solvia-inmo/,https://www.idealista.com/inmueble/105375746/,2025-09-11,,,
107896510,Piso en venta en Centro - Zona Alta,Alcoy / Alcoi,165000,140,140.0,106.0,3.0,2.0,,Segunda mano/buen estado,Bajo exterior,True,False,Inversiones Car&Mar,https://www.idealista.com/pro/inversiones-car-mar/,https://www.idealista.com/inmueble/107896510/,2025-09-11,,,
100929686,Casa o chalet independiente en venta en Calle Alt,Centro - Zona Alta,335000,400,400.0,,4.0,3.0,,Segunda mano/buen estado,,,,Gestimar Inmobiliaria,https://www.idealista.com/pro/gestimarinmobiliaria/,https://www.idealista.com/inmueble/100929686/,2025-09-11,,,
99133154,Piso en venta en Calle Metge Mario García,Centro - Zona Alta,17000,95,95.0,,3.0,1.0,,Segunda mano/buen estado,,,False,Solvia HR,https://www.idealista.com/pro/solvia-inmo/,https://www.idealista.com/inmueble/99133154/,2025-09-11,,,
